fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.915954093465088,0.4868091813069823,0.2826068859802367,4.924713084156802,0.063680918,38.57977046732544,164.42022953267457,0.9946449426168312,3.2,0.4171011476633727,9.331908186930177,average
,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,good
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,good
6.031121843649232,0.258520307,0.2477040614549744,1.926276619976408,0.040770406,9.114796927,108.88520307274872,0.992846045444192,3.102959385450256,0.5354081229099489,9.114796927,average
6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,good
6.810355527117743,0.236714247696888,0.3643213050148862,1.3582143807577798,0.038164288,41.253568577266606,130.2535685772666,0.9929621047952828,3.3371788280460057,0.6150713715453321,10.523929426820018,average
6.8,0.17,0.17,5.1,0.049,26.0,82.0,0.993,3.0,0.38,9.8,good
7.658720515595177,0.2683866451835343,0.3094840064449397,1.4264534192658629,0.052051599,25.264534192658623,183.4709316146828,0.9941758790512149,3.248902638738594,0.5052253097018877,9.615479806651807,poor
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.733333333,average
8.0,0.27,0.57,10.4,0.053,18.0,134.0,0.99732,3.12,0.68,9.0,average
7.706339693076843,0.2697408405897888,0.3387320613846313,3.057057238,0.035063397,29.89912207948425,171.64553435641054,0.9952152709802558,3.437723282179474,0.4658213742564209,9.968301534615785,poor
7.034352069,0.25,0.2889797742900331,7.3690486833585265,0.0472755056427491,52.48299623816722,207.2414981190836,0.9958337752821376,3.1320749059541804,0.3917348307175248,9.17585018809164,average
6.897793385131771,0.209488443933385,0.3333801553953128,1.8867603107906248,0.043330992,25.0,135.93380155395312,0.9934825677425412,3.306910739184479,0.5953661087767189,10.102206614868228,poor
6.882949899601424,0.4707374749003559,0.1930412826295373,3.124881764542704,0.078672866,13.225811621512456,149.81106212350534,0.994041751,3.109631262549822,0.5422581162151245,9.437787575298932,poor
,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,average
6.299891565216605,0.6133261043477737,0.099945783,1.2666847391305658,0.038002169,22.00108434783395,78.00054217391697,0.9922008132608756,3.2600271086958488,0.4532935739127552,10.566034130430197,poor
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,average
7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,good
6.6,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,3.15,0.5,9.533333333,good
6.693710894491968,0.27,0.2669805848716872,8.006289105508031,0.052433981,53.93710894491968,202.0,0.99606100754585,3.217484357796787,0.4331445527540161,9.312578211016064,average
6.184688722442895,0.3708132334657372,0.2090914273584989,6.542568456802136,0.088263038,25.703308366434293,195.76556387785524,0.9972354457349056,3.523875488977158,0.6686595505958173,9.399046608242362,poor
6.975098701400644,0.3091699567133548,0.3591304761530971,1.5750987014006443,0.062875494,13.08300432866452,119.04150216433226,0.991863241212026,3.2133596537068385,0.4962648052100966,10.650197402801288,average
5.0,0.35,,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,11.3,good
6.9159153294057125,0.2052018815687619,0.4416150525500955,15.747628390169517,0.049280282,31.239905921561903,194.5201881568762,0.9995927322635244,2.9859858882342856,0.6900235196095243,8.919952960780952,good
7.9,0.12,0.49,5.2,0.049,33.0,152.0,0.9952,3.18,0.47,10.6,good
6.399089224,0.6199392815859933,0.14954461189495,1.2501517960350166,0.0360182155242019,21.00910776,77.50455388,0.9914568308215758,3.235227694052525,0.4896660487229634,11.14468713877442,poor
6.9,0.21,0.28,2.4,0.056,49.0,159.0,0.9944,3.02,0.47,8.8,good
6.0,0.2,0.25,2.0,0.041,30.0,95.0,0.99078,3.27,0.56,11.1,good
6.2,0.22,0.27,1.5,0.064,20.0,132.0,0.9938,3.22,0.46,9.2,good
5.858157156,0.402092142194737,0.0222895897548877,1.339210209759397,0.039365776,6.797367365864657,54.18946946345863,0.99123044674586,3.398368568778948,0.4002632634135343,11.2,poor
7.207571975599142,0.3107571975599141,0.454447218,4.970974093536625,0.0397728407320257,3.050479837327609,29.126199593319026,0.9906095911690924,3.0392428024400857,0.5257092138271532,12.482332056935336,poor
7.459993145445579,0.2790023990940473,0.3259993145445579,1.6700034272772104,0.0338995544539626,23.299965727227896,128.29996572722789,0.9929449948590842,3.155001713638605,0.6719986290891158,10.750017136386052,average
